Variable	Type	Description	Workflow
clair3_gvcf	File	Genomic VCF file from Clair3	TheiaViral_ONT
clair3_model	String	Model used for Clair3 variant calling	TheiaViral_ONT
clair3_vcf	File	Variant calls in VCF format from Clair3	TheiaViral_ONT
fasta_utilities_fai	File	FASTA index file	TheiaViral_ONT
fasta_utilities_samtools_docker	String	Docker image used for samtools in fasta utilities	TheiaViral_ONT
fasta_utilities_samtools_version	String	Version of samtools used in fasta utilities	TheiaViral_ONT
flye_denovo_status	String	Status of Flye assembly	TheiaViral_ONT
flye_denovo_docker	String	Docker image used for Flye	TheiaViral_ONT
flye_denovo_info	File	Information file from Flye assembly	TheiaViral_ONT
flye_denovo_version	String	Version of Flye used	TheiaViral_ONT
mask_low_coverage_all_coverage_bed	File	BED file showing all coverage regions	TheiaViral_ONT
mask_low_coverage_bed	File	BED file showing masked low coverage regions	TheiaViral_ONT
mask_low_coverage_bedtools_docker	String	Docker image used for bedtools in masking	TheiaViral_ONT
mask_low_coverage_bedtools_version	String	Version of bedtools used in masking	TheiaViral_ONT
mask_low_coverage_reference_fasta	File	Reference FASTA with low coverage regions masked	TheiaViral_ONT
metabuli_classified	File	Classified reads from Metabuli	TheiaViral_ONT
metabuli_database	File	Database used for Metabuli	TheiaViral_ONT
metabuli_docker	String	Docker image used for Metabuli	TheiaViral_ONT
metabuli_krona_report	File	Krona visualization report from Metabuli	TheiaViral_ONT
metabuli_read1_extract	File	Extracted reads from Metabuli	TheiaViral_ONT
metabuli_report	File	Classification report from Metabuli	TheiaViral_ONT
metabuli_version	String	Version of Metabuli used	TheiaViral_ONT
minimap2_out	File	Output file from Minimap2 alignment	TheiaViral_ONT
nanoq_filtered_read1	File	Filtered reads from NanoQ	TheiaViral_ONT
ncbi_identify_docker	String	Docker image used for NCBI identify	TheiaViral_ONT
ncbi_identify_version	String	Version of NCBI identify tool used	TheiaViral_ONT
ncbi_scrub_read1_dehosted	File	Dehosted reads after NCBI scrub	TheiaViral_ONT
parse_mapping_samtools_docker	String	Docker image used for samtools in parse mapping	TheiaViral_ONT
parse_mapping_samtools_version	String	Version of samtools used in parse mapping	TheiaViral_ONT
porechop_trimmed_read1	File	Trimmed reads from Porechop	TheiaViral_ONT
rasusa_read1_subsampled	File	Subsampled read file from Rasusa	TheiaViral_ONT
rasusa_read2_subsampled	File	Subsampled read file from Rasusa (paired file)	TheiaViral_ONT
raven_denovo_docker	String	Docker image used for Raven	TheiaViral_ONT
raven_denovo_version	String	Version of Raven used	TheiaViral_ONT
raven_denovo_status	String	Status of Raven assembly	TheiaViral_ONT
theiaviral_ont_date	String	Date of TheiaViral ONT workflow run	TheiaViral_ONT
theiaviral_ont_version	String	Version of TheiaViral ONT workflow	TheiaViral_ONT
dehost_wf_dehost_read1	File	Reads that did not map to host	TheiaViral_ONT, TheiaViral_Illumina_PE, 
dehost_wf_dehost_read2	File	Paired-reads that did not map to host	TheiaViral_Illumina_PE
dehost_wf_host_accession	String	Host genome accession	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_fasta	File	Host genome FASTA file	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_flagstat	File	Output from the SAMtools flagstat command to assess quality of the alignment file (BAM)	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapped_bai	File	Indexed bam file of the reads aligned to the host reference	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapped_bam	File	Sorted BAM file containing the alignments of reads to the host reference genome	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapping_cov_hist	File	Coverage histogram from host read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapping_coverage	Float	Average coverage from host read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapping_mean_depth	Float	Average depth from host read mapping	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapping_metrics	File	File of mapping metrics	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_mapping_stats	File	File of mapping statistics	TheiaViral_Illumina_PE, TheiaViral_ONT
dehost_wf_host_percent_mapped_reads	Float	Percentage of reads mapped to host reference genome	TheiaViral_Illumina_PE, TheiaViral_ONT
host_decontaminate_wf_version	String	Version of PHB used for the analysis	Host_Decontaminate
host_decontaminate_wf_analysis_date	String	Analysis date of host decontamination	Host_Decontaminate
dehost_read1	File	Reads that did not map to host	Host_Decontaminate
dehost_read2	File	Paired-reads that did not map to host	Host_Decontaminate
ncbi_datasets_status	String	Status of host genome acquisition	Host_Decontaminate
ncbi_datasets_version	String	Version of NCBI datasets used	Host_Decontaminate
host_genome_accession	String	Host genome accession	Host_Decontaminate
host_genome_fasta	File	Host genome FASTA file	Host_Decontaminate
host_genome_data_report_json	File	Datasets data report JSON	Host_Decontaminate
host_bam	File	BAM of reads mapped to host reference genome	Host_Decontaminate
samtools_version	String	Version of Samtools used	Host_Decontaminate
host_flagstat	File	Output from the SAMtools flagstat command to assess quality of the alignment file (BAM)	Host_Decontaminate
host_mapped_sorted_bai	File	Indexed bam file of the reads aligned to the host reference	Host_Decontaminate
host_mapped_sorted_bam	File	Sorted BAM file containing the alignments of reads to the host reference genome	Host_Decontaminate
host_mapping_cov_hist	File	Coverage histogram from host read mapping	Host_Decontaminate
host_mapping_coverage	Float	Average coverage from host read mapping	Host_Decontaminate
host_mapping_mean_depth	Float	Average depth from host read mapping	Host_Decontaminate
host_mapping_metrics	File	File of mapping metrics	Host_Decontaminate
host_mapping_stats	File	File of mapping statistics	Host_Decontaminate
host_percent_mapped_reads	Float	Percentage of reads mapped to host reference genome	Host_Decontaminate
phylocompare_distance	String	Distance between the phylogenies, or "None"/">0" if distance was unable to be calculated	PhyloCompare
phylocompare_phb_version	String	The version of the Public Health Bioinformatics (PHB) repository used	PhyloCompare
phylocompare_flag	String	Flags raised that may confound distance calculation	PhyloCompare
phylocompare_report	File	Text file of the calculated distances	PhyloCompare
phylocompare_version	String	Version of PhyloCompare python script	PhyloCompare
phylocompare_validation	String	"PASS" if distance < `max_distance` and "FAIL" if distance > `max_distance` or could not be calculated	PhyloCompare
phylocompare_tree1_clean	File	Cleaned newick file for the first tree	PhyloCompare
phylocompare_tree2_clean	File	Cleaned newick file for the second tree	PhyloCompare
phylocompare_cophylo_plot	File	PDF cophylogeny plot depicting the topological difference between two phylogenies	PhyloCompare
vadr_flu_segment_concatenated_fasta	File	Assembly FASTA file of all Influenza genome segments concatenated into one sequence/FASTA entry	TheiaCoV_FASTA
vadr_flu_ha_segment_fasta	File	HA (Haemagglutinin) assembly fasta file	TheiaCoV_FASTA
vadr_flu_na_segment_fasta	File	NA (Neuraminidase) assembly fasta file	TheiaCoV_FASTA
vadr_flu_pa_segment_fasta	File	PA (Polymerase acidic) assembly fasta file	TheiaCoV_FASTA
vadr_flu_pb1_segment_fasta	File	PB1 (Polymerase basic 1) assembly fasta file	TheiaCoV_FASTA
vadr_flu_pb2_segment_fasta	File	PB2 (Polymerase basic 2) assembly fasta file	TheiaCoV_FASTA
vadr_flu_mp_segment_fasta	File	MP (Matrix Protein) assembly fasta file	TheiaCoV_FASTA
vadr_flu_np_segment_fasta	File	NP (Nucleoprotein) assembly fasta file	TheiaCoV_FASTA
vadr_flu_ns_segment_fasta	File	NS (Nonstructural) assembly fasta file	TheiaCoV_FASTA
